"Submission ID","Last updated","Submission started","Status","Current step","Welche Hochschule besuchen Sie?Which university do you attend?","Was ist Ihre tägliche Bildschirmzeit auf Ihrem Smartphone?What is your daily screen time on your smartphone","Errors","Url","Network ID"
"f9d91397-ff8c-490b-91bf-e3e69cdb7a29","Thu Dec 05 2024 17:13:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 17:13:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","5","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=f9d91397-ff8c-490b-91bf-e3e69cdb7a29","555dcbe2a3d32b5570258392f19af3d0"
"c4d4deb7-3036-43f9-a1e5-29adf788320b","Thu Dec 05 2024 17:06:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 17:06:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","4","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=c4d4deb7-3036-43f9-a1e5-29adf788320b","ac6ebabe1efc1b63fa8fa9386354f423"
"f37f039e-88dd-4e22-aa7c-26ae32333d85","Thu Dec 05 2024 16:44:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 16:44:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","5","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=f37f039e-88dd-4e22-aa7c-26ae32333d85","18aea564fed193f8f155734ddca7b1fd"
"ce6150d9-7c3d-46d9-ba33-e93ba816f318","Thu Dec 05 2024 16:20:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 16:20:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","4","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=ce6150d9-7c3d-46d9-ba33-e93ba816f318","94ca809048a31efab39752db7383d267"
"7b0cf0ae-b95d-405b-8d43-2bee8181c9e3","Thu Dec 05 2024 16:15:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 16:15:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","7","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=7b0cf0ae-b95d-405b-8d43-2bee8181c9e3","2f6385c169c3fd17c2bae0283b9647f7"
"8fb1dbaf-067d-4e06-b7b9-63302855ad8a","Thu Dec 05 2024 15:51:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 15:51:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","3.5","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=8fb1dbaf-067d-4e06-b7b9-63302855ad8a","a870b3bcfe795fb17c5a44a29e730900"
"4a64228a-a966-4f92-9997-6824381459df","Thu Dec 05 2024 15:50:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 15:50:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","3","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=4a64228a-a966-4f92-9997-6824381459df","a53fa2880de9c9fca316caf513ad55dd"
"ed013758-f23f-41b1-aedb-e2f857e86bc8","Thu Dec 05 2024 15:35:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 15:35:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","6","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=ed013758-f23f-41b1-aedb-e2f857e86bc8","3fa308c2402c0664fcc60151ad9b4f5c"
"b8787062-2664-44db-b88f-d67dcb3a8ca3","Thu Dec 05 2024 15:33:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 15:33:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","2","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=b8787062-2664-44db-b88f-d67dcb3a8ca3","49e1a0a191e2c38635d72d20396f1005"
"68bf36a5-fde9-4fb0-9b63-78452172f56a","Thu Dec 05 2024 15:21:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 15:21:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","4","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=68bf36a5-fde9-4fb0-9b63-78452172f56a","becacd2737433827f34cddc1733b0812"
"371f34f5-0c99-420f-8ae4-4be0062b92d9","Thu Dec 05 2024 15:21:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 15:21:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","5","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=371f34f5-0c99-420f-8ae4-4be0062b92d9","afae6ab5b17e62c9027c5157a28af58c"
"88a4143c-636a-4a7b-83c5-b1b8edae1a79","Thu Dec 05 2024 15:20:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 15:20:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","14","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=88a4143c-636a-4a7b-83c5-b1b8edae1a79","b0cc13edc1f7442403552f368b6084a6"
"173b0e23-053b-4524-93be-a4fe75772108","Thu Dec 05 2024 15:20:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 15:20:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","4","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=173b0e23-053b-4524-93be-a4fe75772108","b236b5176f8cc177150398b208fe5d0e"
"e9678c3f-7f46-4ba2-a56f-8b8e2faff1b6","Thu Dec 05 2024 15:19:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 15:19:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","5","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=e9678c3f-7f46-4ba2-a56f-8b8e2faff1b6","846d20292048b1df1317a7e818a9c854"
"63c495b8-c04d-490a-9951-9a44ff9948b2","Thu Dec 05 2024 15:19:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 15:19:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","5","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=63c495b8-c04d-490a-9951-9a44ff9948b2","adbac2bc82c757850496d399b3f6794b"
"1db70d51-ab9e-4098-b576-742fdeaa36f9","Thu Dec 05 2024 14:50:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 14:50:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","8","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=1db70d51-ab9e-4098-b576-742fdeaa36f9","974919572ad11130fe6322b5a3a42b70"
"8c096afa-bb77-4ae2-b783-4a705bdf9f65","Thu Dec 05 2024 14:02:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 14:02:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","2","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=8c096afa-bb77-4ae2-b783-4a705bdf9f65","5481e063facaaf5476053efe12254fc8"
"0f3e22ef-daea-48e6-b3c8-ba64dc3e2166","Thu Dec 05 2024 13:39:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 13:39:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","3","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=0f3e22ef-daea-48e6-b3c8-ba64dc3e2166","383e044927dee89565eadffd12d1da07"
"ba65bf0a-fa5f-44f3-9626-0c3ef198cfa4","Thu Dec 05 2024 13:14:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 13:14:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","5","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=ba65bf0a-fa5f-44f3-9626-0c3ef198cfa4","33f2cd9d37f2a2a36b0a40c51ccf2704"
"ff67ca90-75a7-4d31-9a46-62570e77ad53","Thu Dec 05 2024 13:08:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 13:08:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","9","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=ff67ca90-75a7-4d31-9a46-62570e77ad53","c1fd4ed6d9a7c3aec160990d339e27d5"
"ae1c5221-a81e-49a3-8601-4b51551e17fc","Thu Dec 05 2024 13:01:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 13:01:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","3","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=ae1c5221-a81e-49a3-8601-4b51551e17fc","c65a46fbd95b6fc49764fb3722ad3ab0"
"8cf4265b-2837-4d0f-829c-bc692b109a63","Thu Dec 05 2024 12:50:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 12:50:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","3","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=8cf4265b-2837-4d0f-829c-bc692b109a63","383e044927dee89565eadffd12d1da07"
"d5bde822-2811-48df-baba-a4b8bc389ca7","Thu Dec 05 2024 12:43:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 12:43:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","2","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=d5bde822-2811-48df-baba-a4b8bc389ca7","71d9821eee4678d0066bff7e37b68efc"
"6da697b9-9080-4dfa-ba93-d6861116dcf6","Thu Dec 05 2024 12:38:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 12:38:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","3","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=6da697b9-9080-4dfa-ba93-d6861116dcf6","d5d2d8bf4c4108c119d1007b378dc028"
"6477716b-16e9-415d-bf5e-25d8c7c7f2e8","Thu Dec 05 2024 12:22:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 12:22:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","2.5","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=6477716b-16e9-415d-bf5e-25d8c7c7f2e8","e43b1ffd8b3408b16a6922e5d45264ae"
"4ed0131d-14ff-44b4-8b49-27d783497014","Thu Dec 05 2024 12:01:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 12:01:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","3","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=4ed0131d-14ff-44b4-8b49-27d783497014","1e3f890a98b97da105f01892129f383a"
"24725ca9-6954-4c85-8109-e76da7123f98","Thu Dec 05 2024 11:56:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 11:56:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","5","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=24725ca9-6954-4c85-8109-e76da7123f98","d8e7bc4ba2e0585b9e15aceddacc3e1c"
"41c08fc3-dc71-436f-b453-e5d6c3635bd9","Thu Dec 05 2024 11:56:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 11:56:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","8","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=41c08fc3-dc71-436f-b453-e5d6c3635bd9","f32a4325e365549effa10222e7bc3efe"
"428a2059-86e9-4b9d-af49-6facdf9b86a9","Thu Dec 05 2024 11:54:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 11:54:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","5","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=428a2059-86e9-4b9d-af49-6facdf9b86a9","69917edda02ac66d207bce870996ceac"
"7b1e483b-da78-4934-a36b-dac184efbf3a","Thu Dec 05 2024 11:54:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 11:54:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","6","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=7b1e483b-da78-4934-a36b-dac184efbf3a","ad4ad12a120ee66efecb06c3cfc83363"
"06fbb05f-8f87-493a-90d1-73050b4c07b9","Thu Dec 05 2024 11:54:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 11:54:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","4","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=06fbb05f-8f87-493a-90d1-73050b4c07b9","c1fd4ed6d9a7c3aec160990d339e27d5"
"87e8544c-d53e-486c-946a-a1b517e3b96d","Thu Dec 05 2024 11:51:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 11:51:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","5","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=87e8544c-d53e-486c-946a-a1b517e3b96d","e93ffd74574f02f4b3ea2dd3f299ae18"
"c9c684e3-f3dc-4c9c-9a31-ad72534df86c","Thu Dec 05 2024 11:51:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 11:51:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","4","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=c9c684e3-f3dc-4c9c-9a31-ad72534df86c","d309507d0a269b7486a220403b65d699"
"a1c05d4a-8590-4fb5-bf68-3a77e90a835b","Thu Dec 05 2024 11:49:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 11:49:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","3.5","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=a1c05d4a-8590-4fb5-bf68-3a77e90a835b","54922a316cebb92b6ec6c202ebdecb5e"
"8fd4ecba-943d-4067-ba48-0ff12ce7c2eb","Thu Dec 05 2024 11:49:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 11:49:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","3.5","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=8fd4ecba-943d-4067-ba48-0ff12ce7c2eb","73562ae55683d0a3bb0cc7e146c54946"
"b5c1587c-d9c5-4ea6-a3d4-fb0ab1473ab6","Thu Dec 05 2024 11:48:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 11:48:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Mittelhessen","1","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=b5c1587c-d9c5-4ea6-a3d4-fb0ab1473ab6","20515101002b832ba84939851a5fd54f"
"417d2401-ff84-47ff-b2ac-06acf9aac4ac","Thu Dec 05 2024 11:10:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 11:10:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","2","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=417d2401-ff84-47ff-b2ac-06acf9aac4ac","afd57d3a0cefc28720fcb9d29615e60e"
"7cd1fc1e-e9a4-4fa1-9ddc-50c8b86d0a4a","Thu Dec 05 2024 10:20:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 10:20:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","4","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=7cd1fc1e-e9a4-4fa1-9ddc-50c8b86d0a4a","7683fd5364307824bae61f53d25db570"
"1b85b188-dc09-40ae-81c2-aaecab9ec421","Thu Dec 05 2024 09:55:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 09:55:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","6","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=1b85b188-dc09-40ae-81c2-aaecab9ec421","d309507d0a269b7486a220403b65d699"
"829f4708-a3c4-4e1f-9df1-466ca4a7d4bb","Thu Dec 05 2024 09:15:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 09:15:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","7","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=829f4708-a3c4-4e1f-9df1-466ca4a7d4bb","e93ffd74574f02f4b3ea2dd3f299ae18"
"7f844716-bbcd-4f85-bc2f-da41f15405fe","Thu Dec 05 2024 09:13:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 09:13:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","4.5","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=7f844716-bbcd-4f85-bc2f-da41f15405fe","d309507d0a269b7486a220403b65d699"
"0dcb7530-f619-4410-9670-8c756997ca28","Thu Dec 05 2024 08:45:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 08:45:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","5","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=0dcb7530-f619-4410-9670-8c756997ca28","8d57b4a229f678dbbfa23a2da3f2cbb2"
"91207dfc-1520-431c-988a-660ae8f043ec","Thu Dec 05 2024 08:23:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 08:23:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","2.5","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=91207dfc-1520-431c-988a-660ae8f043ec","878ff6fae980fe0a7aa5c72737780b0c"
"c99e4ff5-a36d-43b1-aa6d-1303a72f565f","Thu Dec 05 2024 08:22:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 08:22:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","13","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=c99e4ff5-a36d-43b1-aa6d-1303a72f565f","a5dc13944771bace142e2088fc2e2296"
"ac014099-ce9e-4d1c-b0ba-d354f96edea5","Thu Dec 05 2024 08:22:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 08:22:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","6","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=ac014099-ce9e-4d1c-b0ba-d354f96edea5","03c7722f2cb892755d3afaf9a4806f86"
"318e10d6-351a-495f-ae59-3574f906344f","Thu Dec 05 2024 08:21:00 GMT+0100 (Central European Standard Time)","Thu Dec 05 2024 08:21:00 GMT+0100 (Central European Standard Time)","finished","Ending","Technische Hochschule Ingolstadt","4","None","https://build.fillout.com/editor/r3SBqVb2jDus/results?sessionId=318e10d6-351a-495f-ae59-3574f906344f","c5c43f49ab0ff0d0c9aac1005775a4ff"
